Ramal,Id Origen,Origen,Id Destino,Destino,Pax,lon_origen,lat_origen,lon_destino,lat_destino,dist_retiro
Retiro - Tigre,11,Beccar,43,Vicente Lopez,7037,"-58,5261","-34,4612","-58,4728","-34,5242","21,239"
Retiro - Tigre,11,Beccar,44,Olivos,6618,"-58,5261","-34,4612","-58,4801","-34,5082","21,239"
Retiro - Tigre,11,Beccar,45,La Lucila,3777,"-58,5261","-34,4612","-58,4887","-34,4972","21,239"
Retiro - Tigre,11,Beccar,46,Martinez,16562,"-58,5261","-34,4612","-58,4970","-34,4877","21,239"
Retiro - Tigre,11,Beccar,47,Acassuso,4351,"-58,5261","-34,4612","-58,5038","-34,4797","21,239"
Retiro - Tigre,11,Beccar,48,San Isidro,38938,"-58,5261","-34,4612","-58,5138","-34,4714","21,239"
Retiro - Tigre,11,Beccar,49,Beccar,874,"-58,5261","-34,4612","-58,5261","-34,4612","21,239"
Retiro - Tigre,11,Beccar,50,Victoria,3565,"-58,5261","-34,4612","-58,5408","-34,4566","21,239"
Retiro - Tigre,11,Beccar,51,Virreyes,2539,"-58,5261","-34,4612","-58,5506","-34,4507","21,239"
Retiro - Tigre,11,Beccar,52,San Fernando,4201,"-58,5261","-34,4612","-58,5592","-34,4439","21,239"
Retiro - Tigre,11,Beccar,53,Carupa,2909,"-58,5261","-34,4612","-58,5671","-34,4377","21,239"
Retiro - Tigre,11,Beccar,54,Tigre,26628,"-58,5261","-34,4612","-58,5819","-34,4235","21,239"
Retiro - Tigre,12,Victoria,38,Retiro (Tigre),124327,"-58,5408","-34,4566","-58,3752","-34,5913","22,716"
Retiro - Tigre,12,Victoria,39,L. de la Torre,11300,"-58,5408","-34,4566","-58,4367","-34,5625","22,716"
Retiro - Tigre,12,Victoria,40,Belgrano C,91073,"-58,5408","-34,4566","-58,4495","-34,5584","22,716"
Retiro - Tigre,12,Victoria,41,Nuñez,12057,"-58,5408","-34,4566","-58,4624","-34,5489","22,716"
Retiro - Tigre,12,Victoria,42,Rivadavia,10546,"-58,5408","-34,4566","-58,4683","-34,5362","22,716"
Retiro - Tigre,12,Victoria,43,Vicente Lopez,8664,"-58,5408","-34,4566","-58,4728","-34,5242","22,716"
Retiro - Tigre,12,Victoria,44,Olivos,9539,"-58,5408","-34,4566","-58,4801","-34,5082","22,716"
Retiro - Tigre,12,Victoria,45,La Lucila,6534,"-58,5408","-34,4566","-58,4887","-34,4972","22,716"
Retiro - Tigre,12,Victoria,46,Martinez,25036,"-58,5408","-34,4566","-58,4970","-34,4877","22,716"
Retiro - Tigre,12,Victoria,47,Acassuso,9829,"-58,5408","-34,4566","-58,5038","-34,4797","22,716"
Retiro - Tigre,12,Victoria,48,San Isidro,57777,"-58,5408","-34,4566","-58,5138","-34,4714","22,716"
Retiro - Tigre,12,Victoria,49,Beccar,8362,"-58,5408","-34,4566","-58,5261","-34,4612","22,716"
Retiro - Tigre,12,Victoria,50,Victoria,1744,"-58,5408","-34,4566","-58,5408","-34,4566","22,716"
Retiro - Tigre,12,Victoria,51,Virreyes,8267,"-58,5408","-34,4566","-58,5506","-34,4507","22,716"
Retiro - Tigre,12,Victoria,52,San Fernando,12402,"-58,5408","-34,4566","-58,5592","-34,4439","22,716"
Retiro - Tigre,12,Victoria,53,Carupa,10947,"-58,5408","-34,4566","-58,5671","-34,4377","22,716"
Retiro - Tigre,12,Victoria,54,Tigre,29459,"-58,5408","-34,4566","-58,5819","-34,4235","22,716"
Retiro - Tigre,13,Virreyes,38,Retiro (Tigre),190383,"-58,5506","-34,4507","-58,3752","-34,5913","23,800"
Retiro - Tigre,13,Virreyes,39,L. de la Torre,16890,"-58,5506","-34,4507","-58,4367","-34,5625","23,800"
Retiro - Tigre,13,Virreyes,40,Belgrano C,146661,"-58,5506","-34,4507","-58,4495","-34,5584","23,800"
Retiro - Tigre,13,Virreyes,41,Nuñez,15257,"-58,5506","-34,4507","-58,4624","-34,5489","23,800"
Retiro - Tigre,13,Virreyes,42,Rivadavia,14676,"-58,5506","-34,4507","-58,4683","-34,5362","23,800"
Retiro - Tigre,13,Virreyes,43,Vicente Lopez,20875,"-58,5506","-34,4507","-58,4728","-34,5242","23,800"
Retiro - Tigre,13,Virreyes,44,Olivos,30612,"-58,5506","-34,4507","-58,4801","-34,5082","23,800"
Retiro - Tigre,13,Virreyes,45,La Lucila,19417,"-58,5506","-34,4507","-58,4887","-34,4972","23,800"
Retiro - Tigre,13,Virreyes,46,Martinez,54584,"-58,5506","-34,4507","-58,4970","-34,4877","23,800"
Retiro - Tigre,13,Virreyes,47,Acassuso,15596,"-58,5506","-34,4507","-58,5038","-34,4797","23,800"
Retiro - Tigre,13,Virreyes,48,San Isidro,76373,"-58,5506","-34,4507","-58,5138","-34,4714","23,800"
Retiro - Tigre,13,Virreyes,49,Beccar,10246,"-58,5506","-34,4507","-58,5261","-34,4612","23,800"
Retiro - Tigre,13,Virreyes,50,Victoria,12063,"-58,5506","-34,4507","-58,5408","-34,4566","23,800"
Retiro - Tigre,13,Virreyes,51,Virreyes,2134,"-58,5506","-34,4507","-58,5506","-34,4507","23,800"
Retiro - Tigre,13,Virreyes,52,San Fernando,14895,"-58,5506","-34,4507","-58,5592","-34,4439","23,800"
Retiro - Tigre,13,Virreyes,53,Carupa,12458,"-58,5506","-34,4507","-58,5671","-34,4377","23,800"
Retiro - Tigre,13,Virreyes,54,Tigre,87610,"-58,5506","-34,4507","-58,5819","-34,4235","23,800"
Retiro - Tigre,14,San Fernando,38,Retiro (Tigre),148032,"-58,5592","-34,4439","-58,3752","-34,5913","24,884"
Retiro - Tigre,14,San Fernando,39,L. de la Torre,11592,"-58,5592","-34,4439","-58,4367","-34,5625","24,884"
Retiro - Tigre,14,San Fernando,40,Belgrano C,114121,"-58,5592","-34,4439","-58,4495","-34,5584","24,884"
Retiro - Tigre,14,San Fernando,41,Nuñez,14053,"-58,5592","-34,4439","-58,4624","-34,5489","24,884"
Retiro - Tigre,14,San Fernando,42,Rivadavia,12808,"-58,5592","-34,4439","-58,4683","-34,5362","24,884"
Retiro - Tigre,14,San Fernando,43,Vicente Lopez,13067,"-58,5592","-34,4439","-58,4728","-34,5242","24,884"
Retiro - Tigre,14,San Fernando,44,Olivos,13997,"-58,5592","-34,4439","-58,4801","-34,5082","24,884"
Retiro - Tigre,14,San Fernando,45,La Lucila,10855,"-58,5592","-34,4439","-58,4887","-34,4972","24,884"
Retiro - Tigre,14,San Fernando,46,Martinez,38885,"-58,5592","-34,4439","-58,4970","-34,4877","24,884"
Retiro - Tigre,14,San Fernando,47,Acassuso,14303,"-58,5592","-34,4439","-58,5038","-34,4797","24,884"
Retiro - Tigre,14,San Fernando,48,San Isidro,88967,"-58,5592","-34,4439","-58,5138","-34,4714","24,884"
Retiro - Tigre,14,San Fernando,49,Beccar,15775,"-58,5592","-34,4439","-58,5261","-34,4612","24,884"
Retiro - Tigre,14,San Fernando,50,Victoria,24241,"-58,5592","-34,4439","-58,5408","-34,4566","24,884"
Retiro - Tigre,14,San Fernando,51,Virreyes,51349,"-58,5592","-34,4439","-58,5506","-34,4507","24,884"
Retiro - Tigre,14,San Fernando,52,San Fernando,2057,"-58,5592","-34,4439","-58,5592","-34,4439","24,884"
Retiro - Tigre,14,San Fernando,53,Carupa,4540,"-58,5592","-34,4439","-58,5671","-34,4377","24,884"
Retiro - Tigre,14,San Fernando,54,Tigre,59811,"-58,5592","-34,4439","-58,5819","-34,4235","24,884"
Retiro - Tigre,15,Carupa,38,Retiro (Tigre),149679,"-58,5671","-34,4377","-58,3752","-34,5913","25,971"
Retiro - Tigre,15,Carupa,39,L. de la Torre,10496,"-58,5671","-34,4377","-58,4367","-34,5625","25,971"
Retiro - Tigre,15,Carupa,40,Belgrano C,93453,"-58,5671","-34,4377","-58,4495","-34,5584","25,971"
Retiro - Tigre,15,Carupa,41,Nuñez,8826,"-58,5671","-34,4377","-58,4624","-34,5489","25,971"
Retiro - Tigre,15,Carupa,42,Rivadavia,8191,"-58,5671","-34,4377","-58,4683","-34,5362","25,971"
Retiro - Tigre,15,Carupa,43,Vicente Lopez,11312,"-58,5671","-34,4377","-58,4728","-34,5242","25,971"
Retiro - Tigre,15,Carupa,44,Olivos,20272,"-58,5671","-34,4377","-58,4801","-34,5082","25,971"
Retiro - Tigre,15,Carupa,45,La Lucila,13799,"-58,5671","-34,4377","-58,4887","-34,4972","25,971"
Retiro - Tigre,15,Carupa,46,Martinez,51810,"-58,5671","-34,4377","-58,4970","-34,4877","25,971"
Retiro - Tigre,15,Carupa,47,Acassuso,18472,"-58,5671","-34,4377","-58,5038","-34,4797","25,971"
Retiro - Tigre,15,Carupa,48,San Isidro,96567,"-58,5671","-34,4377","-58,5138","-34,4714","25,971"
Retiro - Tigre,15,Carupa,49,Beccar,20139,"-58,5671","-34,4377","-58,5261","-34,4612","25,971"
Retiro - Tigre,15,Carupa,50,Victoria,17549,"-58,5671","-34,4377","-58,5408","-34,4566","25,971"
Retiro - Tigre,15,Carupa,51,Virreyes,31220,"-58,5671","-34,4377","-58,5506","-34,4507","25,971"
Retiro - Tigre,15,Carupa,52,San Fernando,17381,"-58,5671","-34,4377","-58,5592","-34,4439","25,971"
Retiro - Tigre,15,Carupa,53,Carupa,1242,"-58,5671","-34,4377","-58,5671","-34,4377","25,971"
Retiro - Tigre,15,Carupa,54,Tigre,26285,"-58,5671","-34,4377","-58,5819","-34,4235","25,971"
Retiro - Tigre,16,Tigre,38,Retiro (Tigre),508690,"-58,5819","-34,4235","-58,3752","-34,5913","28,235"
Retiro - Tigre,16,Tigre,39,L. de la Torre,32613,"-58,5819","-34,4235","-58,4367","-34,5625","28,235"
Retiro - Tigre,16,Tigre,40,Belgrano C,307263,"-58,5819","-34,4235","-58,4495","-34,5584","28,235"
Retiro - Tigre,16,Tigre,41,Nuñez,35104,"-58,5819","-34,4235","-58,4624","-34,5489","28,235"
Retiro - Tigre,16,Tigre,42,Rivadavia,26246,"-58,5819","-34,4235","-58,4683","-34,5362","28,235"
Retiro - Tigre,16,Tigre,43,Vicente Lopez,28436,"-58,5819","-34,4235","-58,4728","-34,5242","28,235"
Retiro - Tigre,16,Tigre,44,Olivos,29265,"-58,5819","-34,4235","-58,4801","-34,5082","28,235"
Retiro - Tigre,16,Tigre,45,La Lucila,19660,"-58,5819","-34,4235","-58,4887","-34,4972","28,235"
Retiro - Tigre,16,Tigre,46,Martinez,63908,"-58,5819","-34,4235","-58,4970","-34,4877","28,235"
Retiro - Tigre,16,Tigre,47,Acassuso,27896,"-58,5819","-34,4235","-58,5038","-34,4797","28,235"
Retiro - Tigre,16,Tigre,48,San Isidro,163957,"-58,5819","-34,4235","-58,5138","-34,4714","28,235"
Retiro - Tigre,16,Tigre,49,Beccar,35408,"-58,5819","-34,4235","-58,5261","-34,4612","28,235"
Retiro - Tigre,16,Tigre,50,Victoria,35512,"-58,5819","-34,4235","-58,5408","-34,4566","28,235"
Retiro - Tigre,16,Tigre,51,Virreyes,117204,"-58,5819","-34,4235","-58,5506","-34,4507","28,235"
Retiro - Tigre,16,Tigre,52,San Fernando,77564,"-58,5819","-34,4235","-58,5592","-34,4439","28,235"
Retiro - Tigre,16,Tigre,53,Carupa,38150,"-58,5819","-34,4235","-58,5671","-34,4377","28,235"
Retiro - Tigre,16,Tigre,54,Tigre,8667,"-58,5819","-34,4235","-58,5819","-34,4235","28,235"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),55,Retiro (Suárez / Mitre),14617,"-58,3752","-34,5913","-58,3752","-34,5913","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),56,3 De febrero,136697,"-58,3752","-34,5913","-58,4255","-34,5720","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),57,Carranza,157498,"-58,3752","-34,5913","-58,4348","-34,5756","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),58,Colegiales,163304,"-58,3752","-34,5913","-58,4477","-34,5731","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),59,Belgrano R,358579,"-58,3752","-34,5913","-58,4628","-34,5676","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),60,Drago,105646,"-58,3752","-34,5913","-58,4793","-34,5684","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),61,Urquiza,146155,"-58,3752","-34,5913","-58,4875","-34,5744","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),62,Pueyrredón,106479,"-58,3752","-34,5913","-58,5017","-34,5805","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),63,Miguelete,53807,"-58,3752","-34,5913","-58,5172","-34,5811","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),64,San Martín,297997,"-58,3752","-34,5913","-58,5316","-34,5736","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),65,San Andrés,42739,"-58,3752","-34,5913","-58,5406","-34,5634","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),66,Malaver,27280,"-58,3752","-34,5913","-58,5484","-34,5570","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),67,V. Ballester,174055,"-58,3752","-34,5913","-58,5563","-34,5508","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),68,Chilavert,32009,"-58,3752","-34,5913","-58,5672","-34,5420","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),69,J. L. Suárez,144373,"-58,3752","-34,5913","-58,5759","-34,5351","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),70,Coghlan,74781,"-58,3752","-34,5913","-58,4752","-34,5652","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),71,Saavedra,85113,"-58,3752","-34,5913","-58,4870","-34,5540","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),72,Juan B. Justo,33652,"-58,3752","-34,5913","-58,4944","-34,5429","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),73,Florida,35516,"-58,3752","-34,5913","-58,4941","-34,5305","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),74,Cetrángolo,17580,"-58,3752","-34,5913","-58,4941","-34,5231","0,000"
Retiro - Suárez / Mitre,17,Retiro (Suárez / Mitre),75,Mitre,98068,"-58,3752","-34,5913","-58,4891","-34,5151","0,000"
Retiro - Suárez / Mitre,18,3 De febrero,55,Retiro (Suárez / Mitre),91544,"-58,4255","-34,5720","-58,3752","-34,5913","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,56,3 De febrero,4520,"-58,4255","-34,5720","-58,4255","-34,5720","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,57,Carranza,5009,"-58,4255","-34,5720","-58,4348","-34,5756","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,58,Colegiales,8280,"-58,4255","-34,5720","-58,4477","-34,5731","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,59,Belgrano R,22214,"-58,4255","-34,5720","-58,4628","-34,5676","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,60,Drago,7519,"-58,4255","-34,5720","-58,4793","-34,5684","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,61,Urquiza,28384,"-58,4255","-34,5720","-58,4875","-34,5744","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,62,Pueyrredón,12258,"-58,4255","-34,5720","-58,5017","-34,5805","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,63,Miguelete,6292,"-58,4255","-34,5720","-58,5172","-34,5811","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,64,San Martín,38721,"-58,4255","-34,5720","-58,5316","-34,5736","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,65,San Andrés,3013,"-58,4255","-34,5720","-58,5406","-34,5634","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,66,Malaver,2308,"-58,4255","-34,5720","-58,5484","-34,5570","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,67,V. Ballester,19241,"-58,4255","-34,5720","-58,5563","-34,5508","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,68,Chilavert,3949,"-58,4255","-34,5720","-58,5672","-34,5420","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,69,J. L. Suárez,20937,"-58,4255","-34,5720","-58,5759","-34,5351","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,70,Coghlan,4355,"-58,4255","-34,5720","-58,4752","-34,5652","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,71,Saavedra,2638,"-58,4255","-34,5720","-58,4870","-34,5540","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,72,Juan B. Justo,1454,"-58,4255","-34,5720","-58,4944","-34,5429","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,73,Florida,1466,"-58,4255","-34,5720","-58,4941","-34,5305","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,74,Cetrángolo,582,"-58,4255","-34,5720","-58,4941","-34,5231","5,646"
Retiro - Suárez / Mitre,18,3 De febrero,75,Mitre,4247,"-58,4255","-34,5720","-58,4891","-34,5151","5,646"
Retiro - Suárez / Mitre,19,Carranza,55,Retiro (Suárez / Mitre),186128,"-58,4348","-34,5756","-58,3752","-34,5913","6,700"
Retiro - Suárez / Mitre,19,Carranza,56,3 De febrero,6740,"-58,4348","-34,5756","-58,4255","-34,5720","6,700"
Retiro - Suárez / Mitre,19,Carranza,57,Carranza,4439,"-58,4348","-34,5756","-58,4348","-34,5756","6,700"
Retiro - Suárez / Mitre,19,Carranza,58,Colegiales,9468,"-58,4348","-34,5756","-58,4477","-34,5731","6,700"
Retiro - Suárez / Mitre,19,Carranza,59,Belgrano R,54637,"-58,4348","-34,5756","-58,4628","-34,5676","6,700"
Retiro - Suárez / Mitre,19,Carranza,60,Drago,25723,"-58,4348","-34,5756","-58,4793","-34,5684","6,700"
Retiro - Suárez / Mitre,19,Carranza,61,Urquiza,65359,"-58,4348","-34,5756","-58,4875","-34,5744","6,700"
Retiro - Suárez / Mitre,19,Carranza,62,Pueyrredón,33525,"-58,4348","-34,5756","-58,5017","-34,5805","6,700"
Retiro - Suárez / Mitre,19,Carranza,63,Miguelete,29042,"-58,4348","-34,5756","-58,5172","-34,5811","6,700"
Retiro - Suárez / Mitre,19,Carranza,64,San Martín,117343,"-58,4348","-34,5756","-58,5316","-34,5736","6,700"
Retiro - Suárez / Mitre,19,Carranza,65,San Andrés,15448,"-58,4348","-34,5756","-58,5406","-34,5634","6,700"
Retiro - Suárez / Mitre,19,Carranza,66,Malaver,9412,"-58,4348","-34,5756","-58,5484","-34,5570","6,700"
Retiro - Suárez / Mitre,19,Carranza,67,V. Ballester,70343,"-58,4348","-34,5756","-58,5563","-34,5508","6,700"
Retiro - Suárez / Mitre,19,Carranza,68,Chilavert,11031,"-58,4348","-34,5756","-58,5672","-34,5420","6,700"
Retiro - Suárez / Mitre,19,Carranza,69,J. L. Suárez,65251,"-58,4348","-34,5756","-58,5759","-34,5351","6,700"
Retiro - Suárez / Mitre,19,Carranza,70,Coghlan,12397,"-58,4348","-34,5756","-58,4752","-34,5652","6,700"
Retiro - Suárez / Mitre,19,Carranza,71,Saavedra,11142,"-58,4348","-34,5756","-58,4870","-34,5540","6,700"
Retiro - Suárez / Mitre,19,Carranza,72,Juan B. Justo,7512,"-58,4348","-34,5756","-58,4944","-34,5429","6,700"
Retiro - Suárez / Mitre,19,Carranza,73,Florida,7009,"-58,4348","-34,5756","-58,4941","-34,5305","6,700"
Retiro - Suárez / Mitre,19,Carranza,74,Cetrángolo,3190,"-58,4348","-34,5756","-58,4941","-34,5231","6,700"
Retiro - Suárez / Mitre,19,Carranza,75,Mitre,14909,"-58,4348","-34,5756","-58,4891","-34,5151","6,700"
Retiro - Suárez / Mitre,20,Colegiales,55,Retiro (Suárez / Mitre),161757,"-58,4477","-34,5731","-58,3752","-34,5913","7,940"
Retiro - Suárez / Mitre,20,Colegiales,56,3 De febrero,11549,"-58,4477","-34,5731","-58,4255","-34,5720","7,940"
Retiro - Suárez / Mitre,20,Colegiales,57,Carranza,7806,"-58,4477","-34,5731","-58,4348","-34,5756","7,940"
Retiro - Suárez / Mitre,20,Colegiales,58,Colegiales,1735,"-58,4477","-34,5731","-58,4477","-34,5731","7,940"
Retiro - Suárez / Mitre,20,Colegiales,59,Belgrano R,18745,"-58,4477","-34,5731","-58,4628","-34,5676","7,940"
Retiro - Suárez / Mitre,20,Colegiales,60,Drago,5461,"-58,4477","-34,5731","-58,4793","-34,5684","7,940"
Retiro - Suárez / Mitre,20,Colegiales,61,Urquiza,36296,"-58,4477","-34,5731","-58,4875","-34,5744","7,940"
Retiro - Suárez / Mitre,20,Colegiales,62,Pueyrredón,7828,"-58,4477","-34,5731","-58,5017","-34,5805","7,940"
Retiro - Suárez / Mitre,20,Colegiales,63,Miguelete,6909,"-58,4477","-34,5731","-58,5172","-34,5811","7,940"
Retiro - Suárez / Mitre,20,Colegiales,64,San Martín,37057,"-58,4477","-34,5731","-58,5316","-34,5736","7,940"
Retiro - Suárez / Mitre,20,Colegiales,65,San Andrés,1528,"-58,4477","-34,5731","-58,5406","-34,5634","7,940"
Retiro - Suárez / Mitre,20,Colegiales,66,Malaver,1179,"-58,4477","-34,5731","-58,5484","-34,5570","7,940"
Retiro - Suárez / Mitre,20,Colegiales,67,V. Ballester,14620,"-58,4477","-34,5731","-58,5563","-34,5508","7,940"
Retiro - Suárez / Mitre,20,Colegiales,68,Chilavert,1748,"-58,4477","-34,5731","-58,5672","-34,5420","7,940"
Retiro - Suárez / Mitre,20,Colegiales,69,J. L. Suárez,11602,"-58,4477","-34,5731","-58,5759","-34,5351","7,940"
Retiro - Suárez / Mitre,20,Colegiales,70,Coghlan,3941,"-58,4477","-34,5731","-58,4752","-34,5652","7,940"
Retiro - Suárez / Mitre,20,Colegiales,71,Saavedra,2487,"-58,4477","-34,5731","-58,4870","-34,5540","7,940"
Retiro - Suárez / Mitre,20,Colegiales,72,Juan B. Justo,2046,"-58,4477","-34,5731","-58,4944","-34,5429","7,940"
Retiro - Suárez / Mitre,20,Colegiales,73,Florida,1179,"-58,4477","-34,5731","-58,4941","-34,5305","7,940"
Retiro - Suárez / Mitre,20,Colegiales,74,Cetrángolo,595,"-58,4477","-34,5731","-58,4941","-34,5231","7,940"
Retiro - Suárez / Mitre,20,Colegiales,75,Mitre,7818,"-58,4477","-34,5731","-58,4891","-34,5151","7,940"
Retiro - Suárez / Mitre,21,Belgrano R,55,Retiro (Suárez / Mitre),405341,"-58,4628","-34,5676","-58,3752","-34,5913","9,364"
